filename,label
images\000292_00_tutup.png,)
images\000293_00_tutup.png,)
images\000294_00_tutup.png,)
images\000295_00_tutup.png,)
images\000296_00_tutup.png,)
images\000297_00_tutup.png,)
images\000298_00_tutup.png,)
images\000299_00_tutup.png,)
images\000300_00_tutup.png,)
images\000301_00_tutup.png,)
images\000302_00_tutup.png,)
images\000303_00_tutup.png,)
images\000304_00_tutup.png,)
images\000305_00_tutup.png,)
images\000306_00_tutup.png,)
images\000307_00_tutup.png,)
images\000308_00_tutup.png,)
images\000309_00_tutup.png,)
images\000310_00_tutup.png,)
images\000311_00_tutup.png,)
images\000312_00_tutup.png,)
images\000313_00_tutup.png,)
images\000314_00_tutup.png,)
images\000315_00_tutup.png,)
images\000316_00_tutup.png,)
images\000317_00_tutup.png,)
images\000318_00_tutup.png,)
images\000319_00_tutup.png,)
images\000320_00_tutup.png,)
images\000321_00_tutup.png,)
images\000322_00_tutup.png,)
images\000323_00_tutup.png,)
images\000324_00_tutup.png,)
images\000325_00_tutup.png,)
images\000326_00_tutup.png,)
images\000327_00_tutup.png,)
images\000328_00_tutup.png,)
images\000329_00_tutup.png,)
images\000330_00_tutup.png,)
images\000331_00_tutup.png,)
images\000332_00_tutup.png,)
images\000333_00_tutup.png,)
images\000334_00_tutup.png,)
images\000335_00_tutup.png,)
images\000336_00_tutup.png,)
images\000337_00_tutup.png,)
images\000338_00_tutup.png,)
images\000339_00_tutup.png,)
images\000340_00_tutup.png,)
images\000341_00_tutup.png,)
images\000342_00_tutup.png,)
images\000343_00_tutup.png,)
images\000344_00_tutup.png,)
images\000345_00_tutup.png,)
images\000346_00_tutup.png,)
images\000347_00_tutup.png,)
images\000348_00_tutup.png,)
images\000349_00_tutup.png,)
images\000350_00_tutup.png,)
images\000351_00_tutup.png,)
images\000352_00_tutup.png,)
images\000353_00_tutup.png,)
images\000354_00_tutup.png,)
images\000355_00_tutup.png,)
images\000356_00_tutup.png,)
images\000357_00_tutup.png,)
images\000358_00_tutup.png,)
images\000359_00_tutup.png,)
images\000360_00_tutup.png,)
images\000361_00_tutup.png,)
images\000362_00_tutup.png,)
images\000363_00_tutup.png,)
images\000364_00_tutup.png,)
images\000365_00_tutup.png,)
images\000366_00_tutup.png,)
images\000367_00_tutup.png,)
images\000368_00_tutup.png,)
images\000369_00_tutup.png,)
images\000370_00_tutup.png,)
images\000371_00_tutup.png,)
images\000372_00_tutup.png,)
images\000373_00_tutup.png,)
images\000374_00_tutup.png,)
images\000375_00_tutup.png,)
images\000376_00_tutup.png,)
images\000377_00_tutup.png,)
images\000378_00_tutup.png,)
images\000379_00_tutup.png,)
images\000380_00_tutup.png,)
images\000381_00_tutup.png,)
images\000382_00_tutup.png,)
images\000383_00_tutup.png,)
images\000384_00_tutup.png,)
images\000385_00_tutup.png,)
images\000386_00_tutup.png,)
images\000387_00_tutup.png,)
images\000388_00_tutup.png,)
images\000389_00_tutup.png,)
images\000390_00_tutup.png,)
images\000391_00_tutup.png,)
images\000392_00_tutup.png,)
images\000393_00_tutup.png,)
images\000394_00_tutup.png,)
images\000395_00_tutup.png,)
images\000396_00_tutup.png,)
images\000397_00_tutup.png,)
images\000398_00_tutup.png,)
images\000399_00_tutup.png,)
images\000400_00_plus.png,+
images\000401_00_plus.png,+
images\000402_00_plus.png,+
images\000403_00_plus.png,+
images\000404_00_plus.png,+
images\000405_00_plus.png,+
images\000406_00_plus.png,+
images\000407_00_plus.png,+
images\000408_00_plus.png,+
images\000409_00_plus.png,+
images\000410_00_plus.png,+
images\000411_00_plus.png,+
images\000412_00_plus.png,+
images\000413_00_plus.png,+
images\000414_00_plus.png,+
images\000415_00_plus.png,+
images\000416_00_plus.png,+
images\000417_00_plus.png,+
images\000418_00_plus.png,+
images\000419_00_plus.png,+
images\000420_00_plus.png,+
images\000421_00_plus.png,+
images\000422_00_plus.png,+
images\000423_00_plus.png,+
images\000424_00_plus.png,+
images\000425_00_plus.png,+
images\000426_00_plus.png,+
images\000427_00_plus.png,+
images\000428_00_plus.png,+
images\000429_00_plus.png,+
images\000430_00_plus.png,+
images\000431_00_plus.png,+
images\000432_00_plus.png,+
images\000433_00_plus.png,+
images\000434_00_plus.png,+
images\000435_00_plus.png,+
images\000436_00_plus.png,+
images\000437_00_plus.png,+
images\000438_00_plus.png,+
images\000439_00_plus.png,+
images\000440_00_plus.png,+
images\000441_00_plus.png,+
images\000442_00_plus.png,+
images\000443_00_plus.png,+
images\000444_00_plus.png,+
images\000445_00_plus.png,+
images\000446_00_plus.png,+
images\000447_00_plus.png,+
images\000448_00_plus.png,+
images\000449_00_plus.png,+
images\000450_00_plus.png,+
images\000451_00_plus.png,+
images\000452_00_plus.png,+
images\000453_00_plus.png,+
images\000454_00_plus.png,+
images\000455_00_plus.png,+
images\000456_00_plus.png,+
images\000457_00_plus.png,+
images\000458_00_plus.png,+
images\000459_00_plus.png,+
images\000460_00_plus.png,+
images\000461_00_plus.png,+
images\000462_00_plus.png,+
images\000463_00_plus.png,+
images\000464_00_plus.png,+
images\000465_00_plus.png,+
images\000466_00_plus.png,+
images\000467_00_plus.png,+
images\000468_00_plus.png,+
images\000469_00_plus.png,+
images\000470_00_plus.png,+
images\000471_00_plus.png,+
images\000472_00_plus.png,+
images\000473_00_plus.png,+
images\000474_00_plus.png,+
images\000475_00_plus.png,+
images\000476_00_plus.png,+
images\000477_00_plus.png,+
images\000478_00_plus.png,+
images\000479_00_plus.png,+
images\000480_00_plus.png,+
images\000481_00_plus.png,+
images\000482_00_plus.png,+
images\000483_00_plus.png,+
images\000484_00_plus.png,+
images\000485_00_plus.png,+
images\000486_00_plus.png,+
images\000487_00_plus.png,+
images\000488_00_plus.png,+
images\000489_00_plus.png,+
images\000490_00_plus.png,+
images\000491_00_plus.png,+
images\000492_00_plus.png,+
images\000493_00_plus.png,+
images\000494_00_plus.png,+
images\000495_00_plus.png,+
images\000496_00_plus.png,+
images\000497_00_plus.png,+
images\000498_00_plus.png,+
images\000499_00_plus.png,+
images\000500_00_plus.png,+
images\000501_00_plus.png,+
images\000502_00_plus.png,+
images\000503_00_plus.png,+
images\000504_00_plus.png,+
images\000505_00_plus.png,+
images\000506_00_plus.png,+
images\000507_00_plus.png,+
images\000508_00_plus.png,+
images\000509_00_plus.png,+
images\000510_00_plus.png,+
images\000511_00_plus.png,+
images\000512_00_plus.png,+
images\000513_00_plus.png,+
images\000514_00_plus.png,+
images\000515_00_plus.png,+
images\000516_00_plus.png,+
images\000517_00_plus.png,+
images\000518_00_plus.png,+
images\000519_00_plus.png,+
images\000520_00_plus.png,+
images\000521_00_plus.png,+
images\000522_00_plus.png,+
images\000523_00_plus.png,+
images\000524_00_plus.png,+
images\000525_00_plus.png,+
images\000526_00_plus.png,+
images\000527_00_plus.png,+
images\000528_00_plus.png,+
images\000529_00_plus.png,+
images\000530_00_plus.png,+
images\000531_00_plus.png,+
images\000532_00_plus.png,+
images\000533_00_plus.png,+
images\000534_00_plus.png,+
images\000535_00_plus.png,+
images\000536_00_plus.png,+
images\000537_00_plus.png,+
images\000538_00_plus.png,+
images\000539_00_plus.png,+
images\000540_00_plus.png,+
images\000541_00_plus.png,+
images\000542_00_plus.png,+
images\000543_00_plus.png,+
images\000544_00_plus.png,+
images\000545_00_plus.png,+
images\000546_00_plus.png,+
images\000547_00_plus.png,+
images\000548_00_plus.png,+
images\000549_00_plus.png,+
images\000550_00_plus.png,+
images\000551_00_plus.png,+
images\000552_00_plus.png,+
images\000553_00_plus.png,+
images\000554_00_plus.png,+
images\000555_00_plus.png,+
images\000556_00_plus.png,+
images\000557_00_plus.png,+
images\000558_00_plus.png,+
images\000559_00_plus.png,+
images\000560_00_plus.png,+
images\000561_00_plus.png,+
images\000562_00_plus.png,+
images\000563_00_plus.png,+
images\000564_00_plus.png,+
images\000565_00_plus.png,+
images\000566_00_plus.png,+
images\000567_00_plus.png,+
images\000568_00_plus.png,+
images\000569_00_plus.png,+
images\000570_00_plus.png,+
images\000571_00_plus.png,+
images\000572_00_plus.png,+
images\000573_00_plus.png,+
images\000574_00_plus.png,+
images\000575_00_plus.png,+
images\000576_00_plus.png,+
images\000577_00_plus.png,+
images\000578_00_plus.png,+
images\000579_00_plus.png,+
images\000580_00_plus.png,+
images\000581_00_plus.png,+
images\000582_00_plus.png,+
images\000583_00_plus.png,+
images\000584_00_plus.png,+
images\000585_00_plus.png,+
images\000586_00_plus.png,+
images\000587_00_plus.png,+
images\000588_00_plus.png,+
images\000589_00_plus.png,+
images\000590_00_plus.png,+
images\000591_00_plus.png,+
images\000592_00_plus.png,+
images\000593_00_plus.png,+
images\000594_00_plus.png,+
images\000595_00_plus.png,+
images\000596_00_plus.png,+
images\000597_00_plus.png,+
images\000598_00_plus.png,+
images\000599_00_plus.png,+
images\000600_00_minus.png,-
images\000601_00_minus.png,-
images\000602_00_minus.png,-
images\000603_00_minus.png,-
images\000604_00_minus.png,-
images\000605_00_minus.png,-
images\000606_00_minus.png,-
images\000607_00_minus.png,-
images\000608_00_minus.png,-
images\000609_00_minus.png,-
images\000610_00_minus.png,-
images\000611_00_minus.png,-
images\000612_00_minus.png,-
images\000613_00_minus.png,-
images\000614_00_minus.png,-
images\000615_00_minus.png,-
images\000616_00_minus.png,-
images\000617_00_minus.png,-
images\000618_00_minus.png,-
images\000619_00_minus.png,-
images\000620_00_minus.png,-
images\000621_00_minus.png,-
images\000622_00_minus.png,-
images\000623_00_minus.png,-
images\000624_00_minus.png,-
images\000625_00_minus.png,-
images\000626_00_minus.png,-
images\000627_00_minus.png,-
images\000628_00_minus.png,-
images\000629_00_minus.png,-
images\000630_00_minus.png,-
images\000631_00_minus.png,-
images\000632_00_minus.png,-
images\000633_00_minus.png,-
images\000634_00_minus.png,-
images\000635_00_minus.png,-
images\000636_00_minus.png,-
images\000637_00_minus.png,-
images\000638_00_minus.png,-
images\000639_00_minus.png,-
images\000640_00_minus.png,-
images\000641_00_minus.png,-
images\000642_00_minus.png,-
images\000643_00_minus.png,-
images\000644_00_minus.png,-
images\000645_00_minus.png,-
images\000646_00_minus.png,-
images\000647_00_minus.png,-
images\000648_00_minus.png,-
images\000649_00_minus.png,-
images\000650_00_minus.png,-
images\000651_00_minus.png,-
images\000652_00_minus.png,-
images\000653_00_minus.png,-
images\000654_00_minus.png,-
images\000655_00_minus.png,-
images\000656_00_minus.png,-
images\000657_00_minus.png,-
images\000658_00_minus.png,-
images\000659_00_minus.png,-
images\000660_00_minus.png,-
images\000661_00_minus.png,-
images\000662_00_minus.png,-
images\000663_00_minus.png,-
images\000664_00_minus.png,-
images\000665_00_minus.png,-
images\000666_00_minus.png,-
images\000667_00_minus.png,-
images\000668_00_minus.png,-
images\000669_00_minus.png,-
images\000670_00_minus.png,-
images\000671_00_minus.png,-
images\000672_00_minus.png,-
images\000673_00_minus.png,-
images\000674_00_minus.png,-
images\000675_00_minus.png,-
images\000676_00_minus.png,-
images\000677_00_minus.png,-
images\000678_00_minus.png,-
images\000679_00_minus.png,-
images\000680_00_minus.png,-
images\000681_00_minus.png,-
images\000682_00_minus.png,-
images\000683_00_minus.png,-
images\000684_00_minus.png,-
images\000685_00_minus.png,-
images\000686_00_minus.png,-
images\000687_00_minus.png,-
images\000688_00_minus.png,-
images\000689_00_minus.png,-
images\000690_00_minus.png,-
images\000691_00_minus.png,-
images\000692_00_minus.png,-
images\000693_00_minus.png,-
images\000694_00_minus.png,-
images\000695_00_minus.png,-
images\000696_00_minus.png,-
images\000697_00_minus.png,-
images\000698_00_minus.png,-
images\000699_00_minus.png,-
images\000700_00_minus.png,-
images\000701_00_minus.png,-
images\000702_00_minus.png,-
images\000703_00_minus.png,-
images\000704_00_minus.png,-
images\000705_00_minus.png,-
images\000706_00_minus.png,-
images\000707_00_minus.png,-
images\000708_00_minus.png,-
images\000709_00_minus.png,-
images\000710_00_minus.png,-
images\000711_00_minus.png,-
images\000712_00_minus.png,-
images\000713_00_minus.png,-
images\000714_00_minus.png,-
images\000715_00_minus.png,-
images\000716_00_minus.png,-
images\000717_00_minus.png,-
images\000718_00_minus.png,-
images\000719_00_minus.png,-
images\000720_00_minus.png,-
images\000721_00_minus.png,-
images\000722_00_minus.png,-
images\000723_00_minus.png,-
images\000724_00_minus.png,-
images\000725_00_minus.png,-
images\000726_00_minus.png,-
images\000727_00_minus.png,-
images\000728_00_minus.png,-
images\000729_00_minus.png,-
images\000730_00_minus.png,-
images\000731_00_minus.png,-
images\000732_00_minus.png,-
images\000733_00_minus.png,-
images\000734_00_minus.png,-
images\000735_00_minus.png,-
images\000736_00_minus.png,-
images\000737_00_minus.png,-
images\000738_00_minus.png,-
images\000739_00_minus.png,-
images\000740_00_minus.png,-
images\000741_00_minus.png,-
images\000742_00_minus.png,-
images\000743_00_minus.png,-
images\000744_00_minus.png,-
images\000745_00_minus.png,-
images\000746_00_minus.png,-
images\000747_00_minus.png,-
images\000748_00_minus.png,-
images\000749_00_minus.png,-
images\000750_00_minus.png,-
images\000751_00_minus.png,-
images\000752_00_minus.png,-
images\000753_00_minus.png,-
images\000754_00_minus.png,-
images\000755_00_minus.png,-
images\000756_00_minus.png,-
images\000757_00_minus.png,-
images\000758_00_minus.png,-
images\000759_00_minus.png,-
images\000760_00_minus.png,-
images\000761_00_minus.png,-
images\000762_00_minus.png,-
images\000763_00_minus.png,-
images\000764_00_minus.png,-
images\000765_00_minus.png,-
images\000766_00_minus.png,-
images\000767_00_minus.png,-
images\000768_00_minus.png,-
images\000769_00_minus.png,-
images\000770_00_minus.png,-
images\000771_00_minus.png,-
images\000772_00_minus.png,-
images\000773_00_minus.png,-
images\000774_00_minus.png,-
images\000775_00_minus.png,-
images\000776_00_minus.png,-
images\000777_00_minus.png,-
images\000778_00_minus.png,-
images\000779_00_minus.png,-
images\000780_00_minus.png,-
images\000781_00_minus.png,-
images\000782_00_minus.png,-
images\000783_00_minus.png,-
images\000784_00_minus.png,-
images\000785_00_minus.png,-
images\000786_00_minus.png,-
images\000787_00_minus.png,-
images\000788_00_minus.png,-
images\000789_00_minus.png,-
images\000790_00_minus.png,-
images\000791_00_minus.png,-
images\000792_00_minus.png,-
images\000793_00_minus.png,-
images\000794_00_minus.png,-
images\000795_00_minus.png,-
images\000796_00_minus.png,-
images\000797_00_minus.png,-
images\000798_00_minus.png,-
images\000799_00_minus.png,-
images\000800_00_div.png,/
images\000801_00_div.png,/
images\000802_00_div.png,/
images\000803_00_div.png,/
images\000804_00_div.png,/
images\000805_00_div.png,/
images\000806_00_div.png,/
images\000807_00_div.png,/
images\000808_00_div.png,/
images\000809_00_div.png,/
images\000810_00_div.png,/
images\000811_00_div.png,/
images\000812_00_div.png,/
images\000813_00_div.png,/
images\000814_00_div.png,/
images\000815_00_div.png,/
images\000816_00_div.png,/
images\000817_00_div.png,/
images\000818_00_div.png,/
images\000819_00_div.png,/
images\000820_00_div.png,/
images\000821_00_div.png,/
images\000822_00_div.png,/
images\000823_00_div.png,/
images\000824_00_div.png,/
images\000825_00_div.png,/
images\000826_00_div.png,/
images\000827_00_div.png,/
images\000828_00_div.png,/
images\000829_00_div.png,/
images\000830_00_div.png,/
images\000831_00_div.png,/
images\000832_00_div.png,/
images\000833_00_div.png,/
images\000834_00_div.png,/
images\000835_00_div.png,/
images\000836_00_div.png,/
images\000837_00_div.png,/
images\000838_00_div.png,/
images\000839_00_div.png,/
images\000840_00_div.png,/
images\000841_00_div.png,/
images\000842_00_div.png,/
images\000843_00_div.png,/
images\000844_00_div.png,/
images\000845_00_div.png,/
images\000846_00_div.png,/
images\000847_00_div.png,/
images\000848_00_div.png,/
images\000849_00_div.png,/
images\000850_00_div.png,/
images\000851_00_div.png,/
images\000852_00_div.png,/
images\000853_00_div.png,/
images\000854_00_div.png,/
images\000855_00_div.png,/
images\000856_00_div.png,/
images\000857_00_div.png,/
images\000858_00_div.png,/
images\000859_00_div.png,/
images\000860_00_div.png,/
images\000861_00_div.png,/
images\000862_00_div.png,/
images\000863_00_div.png,/
images\000864_00_div.png,/
images\000865_00_div.png,/
images\000866_00_div.png,/
images\000867_00_div.png,/
images\000868_00_div.png,/
images\000869_00_div.png,/
images\000870_00_div.png,/
images\000871_00_div.png,/
images\000872_00_div.png,/
images\000873_00_div.png,/
images\000874_00_div.png,/
images\000875_00_div.png,/
images\000876_00_div.png,/
images\000877_00_div.png,/
images\000878_00_div.png,/
images\000879_00_div.png,/
images\000880_00_div.png,/
images\000881_00_div.png,/
images\000882_00_div.png,/
images\000883_00_div.png,/
images\000884_00_div.png,/
images\000885_00_div.png,/
images\000886_00_div.png,/
images\000887_00_div.png,/
images\000888_00_div.png,/
images\000889_00_div.png,/
images\000890_00_div.png,/
images\000891_00_div.png,/
images\000892_00_div.png,/
images\000893_00_div.png,/
images\000894_00_div.png,/
images\000895_00_div.png,/
images\000896_00_div.png,/
images\000897_00_div.png,/
images\000898_00_div.png,/
images\000899_00_div.png,/
images\000900_00_div.png,/
images\000901_00_div.png,/
images\000902_00_div.png,/
images\000903_00_div.png,/
images\000904_00_div.png,/
images\000905_00_div.png,/
images\000906_00_div.png,/
images\000907_00_div.png,/
images\000908_00_div.png,/
images\000909_00_div.png,/
images\000910_00_div.png,/
images\000911_00_div.png,/
images\000912_00_div.png,/
images\000913_00_div.png,/
images\000914_00_div.png,/
images\000915_00_div.png,/
images\000916_00_div.png,/
images\000917_00_div.png,/
images\000918_00_div.png,/
images\000919_00_div.png,/
images\000920_00_div.png,/
images\000921_00_div.png,/
images\000922_00_div.png,/
images\000923_00_div.png,/
images\000924_00_div.png,/
images\000925_00_div.png,/
images\000926_00_div.png,/
images\000927_00_div.png,/
images\000928_00_div.png,/
images\000929_00_div.png,/
images\000930_00_div.png,/
images\000931_00_div.png,/
images\000932_00_div.png,/
images\000933_00_div.png,/
images\000934_00_div.png,/
images\000935_00_div.png,/
images\000936_00_div.png,/
images\000937_00_div.png,/
images\000938_00_div.png,/
images\000939_00_div.png,/
images\000940_00_div.png,/
images\000941_00_div.png,/
images\000942_00_div.png,/
images\000943_00_div.png,/
images\000944_00_div.png,/
images\000945_00_div.png,/
images\000946_00_div.png,/
images\000947_00_div.png,/
images\000948_00_div.png,/
images\000949_00_div.png,/
images\000950_00_div.png,/
images\000951_00_div.png,/
images\000952_00_div.png,/
images\000953_00_div.png,/
images\000954_00_div.png,/
images\000955_00_div.png,/
images\000956_00_div.png,/
images\000957_00_div.png,/
images\000958_00_div.png,/
images\000959_00_div.png,/
images\000960_00_div.png,/
images\000961_00_div.png,/
images\000962_00_div.png,/
images\000963_00_div.png,/
images\000964_00_div.png,/
images\000965_00_div.png,/
images\000966_00_div.png,/
images\000967_00_div.png,/
images\000968_00_div.png,/
images\000969_00_div.png,/
images\000970_00_div.png,/
images\000971_00_div.png,/
images\000972_00_div.png,/
images\000973_00_div.png,/
images\000974_00_div.png,/
images\000975_00_div.png,/
images\000976_00_div.png,/
images\000977_00_div.png,/
images\000978_00_div.png,/
images\000979_00_div.png,/
images\000980_00_div.png,/
images\000981_00_div.png,/
images\000982_00_div.png,/
images\000983_00_div.png,/
images\000984_00_div.png,/
images\000985_00_div.png,/
images\000986_00_div.png,/
images\000987_00_div.png,/
images\000988_00_div.png,/
images\000989_00_div.png,/
images\000990_00_div.png,/
images\000991_00_div.png,/
images\000992_00_div.png,/
images\000993_00_div.png,/
images\000994_00_div.png,/
images\000995_00_div.png,/
images\000996_00_div.png,/
images\000997_00_div.png,/
images\000998_00_div.png,/
